2.636048490274740086e+00,1.271332098615326256e+00
1.197816000991799523e+00,1.093510446984809370e+00
9.969803491535416118e-01,8.368357792197912426e-01
8.906323436405948479e-01,8.516142728254407768e-01
8.792100550950419091e-01,8.370468165834669128e-01
8.700171272037744430e-01,8.505356835081737676e-01
8.652988400763811372e-01,8.594517749857354394e-01
8.640057897182780167e-01,8.253515678419894863e-01
8.605012935498969062e-01,8.445950847714038812e-01
8.555523020685977809e-01,8.477570838274045562e-01
8.570062990506166489e-01,8.283658688939355974e-01
8.562819246339896662e-01,8.318288758183444154e-01
8.507804950820662127e-01,8.240221358365054094e-01
8.511393398323869874e-01,8.154349873650732494e-01
8.465691336959906277e-01,8.170346623047838319e-01
8.497958126862161787e-01,8.070980047354011644e-01
8.507825028143979340e-01,8.095677451005502956e-01
8.480736677134027568e-01,7.993035142279741878e-01
8.464613314002086275e-01,7.964532750000201666e-01
8.475450517326593713e-01,8.198533215858938572e-01
8.451899037808655590e-01,7.915834292203425271e-01
8.474474327408780816e-01,7.878661343042859810e-01
8.468118401404802764e-01,7.958875307868823468e-01
8.487283933304334838e-01,7.866096325688659574e-01
8.453596243098503438e-01,7.861253617738774846e-01
8.453404860918196650e-01,7.850894418195681901e-01
8.456301921376329078e-01,7.839303869098714905e-01
8.427068316859435138e-01,7.847241058810493497e-01
8.440448523424656235e-01,7.875528847799394550e-01
8.471963469813259540e-01,7.817818021516667049e-01
8.444686788165626234e-01,7.820795340414266050e-01
8.437086949995479257e-01,7.856233768936066175e-01
8.437458421943352382e-01,7.807523252635714117e-01
8.443611492220624015e-01,7.879941673360285614e-01
8.465400233457512913e-01,7.833540128727726204e-01
8.439581653474083067e-01,7.806273292772665240e-01
8.416367887425850736e-01,7.860518729573314767e-01
8.424364863855786645e-01,7.794791177777077307e-01
8.457023532235263819e-01,7.801276320230152717e-01
8.447771689537093565e-01,7.820704725835885274e-01
8.439903697547260775e-01,7.791121736105138806e-01
8.416876586290642503e-01,7.821290254572169642e-01
8.411306232942186156e-01,7.793382089480607178e-01
8.474776466267592845e-01,7.814952785737685481e-01
8.435902137697899317e-01,7.853345960443471885e-01
8.435659200745239117e-01,7.777171309740424920e-01
8.437975362317742256e-01,7.795621163311715618e-01
8.421771953079899564e-01,7.796723194308657900e-01
8.420521020185850469e-01,7.861223979106241044e-01
8.414357289017626584e-01,7.798168366714749444e-01
8.445613171075050385e-01,7.809599541093835695e-01
8.416824345384624761e-01,7.782035388717361002e-01
8.424648993784203954e-01,7.780192695599192909e-01
8.408923942931548767e-01,7.801263942824836484e-01
8.407363717470245357e-01,7.785564909367662656e-01
8.401659768694950126e-01,7.773558495091664744e-01
8.395502825242857625e-01,7.793193914121790966e-01
8.430700183292029193e-01,7.797317152986448230e-01
8.389884850272414374e-01,7.820547770915676766e-01
8.387062856223332918e-01,7.807506006701915302e-01
8.373912429872240049e-01,7.851879069025515800e-01
8.379316917065722237e-01,7.856992827977410387e-01
8.400755285676372308e-01,7.854973923855546047e-01
8.397586269989751884e-01,7.975942125663486593e-01
8.360995589172821596e-01,8.015154710925906922e-01
8.375985232433068584e-01,8.063832777495323345e-01
8.392465255647546529e-01,8.033723919757757015e-01
8.368768608611985016e-01,8.139100200078848157e-01
8.361491867312449422e-01,8.312150226518617568e-01
8.376351537515308587e-01,8.457572290039685470e-01
8.351401764829249341e-01,8.488579352612066753e-01
8.352741974115953649e-01,8.580873019680094194e-01
8.338065373169500916e-01,8.764553235314896940e-01
8.357034160325197414e-01,8.779709102115902386e-01
8.358574855820967153e-01,8.747204866558673242e-01
8.302074516572220952e-01,9.286803824393281559e-01
8.317686941536526213e-01,9.331617092346620179e-01
8.321142368260631139e-01,9.580431541075208335e-01
8.293663219676183918e-01,9.839131775936686974e-01
8.304707709036105445e-01,9.737729522880844701e-01
8.299595714686551773e-01,1.022081065160895363e+00
8.304246013061179488e-01,1.060283163543868090e+00
8.273161300322248168e-01,1.058611945224706918e+00
8.266495831585127796e-01,1.092068701269422570e+00
8.285813572721202336e-01,1.134119416903917488e+00
8.260924687531489008e-01,1.151546841892362227e+00
8.236032761678360181e-01,1.168911850217730031e+00
8.224131104081746635e-01,1.207027355798123702e+00
8.238274976105546266e-01,1.224895981520000232e+00
8.226010584349706667e-01,1.255338207597895162e+00
8.227733064899404036e-01,1.298357276678036021e+00
8.227093361106881941e-01,1.294373226196464222e+00
8.182310879300842554e-01,1.293808858925500127e+00
8.190839424015123882e-01,1.356687798715315418e+00
8.192507889476184912e-01,1.369579307000392765e+00
8.186885204343130606e-01,1.412327186772304843e+00
8.177715104955672887e-01,1.384542012116408705e+00
8.176898385527959778e-01,1.442154745369357061e+00
8.195183196235482637e-01,1.413635363562003588e+00
8.192090267125710090e-01,1.456015156416490042e+00
