,mass,energy,zenith,S125,energy_loss,he_stoch,he_stoch2,Xmax,Xo,A,m_125,m_r,m_s,m_s2,m_o,m_chi2,fit_status_m,s_r,s_o,s_mean,s_std,s_chi2,fit_status_s,charge,N,ghRedChiSqr,firstint,max_check,new_xmax,new_xo,new_lambda,fit_status,new_chi2,difference,MaxNum,waveform_weight,muon_total
0,4,16497514.0,0.26819091767227166,1.3091069548160963,84.00257919187523,3,0,567.4403076171875,17.05140495300293,0.0006149560535525798,4.443556433877829,0.00368830454252208,1.0000000001,1.0000000001,3.9825183660625685,0.22479046042918324,1.0,0.003146636955989874,0.7623857410952903,0.6939136519919257,0.10430780611663037,0.06344686501955132,1.0,4471.337837830186,88,136.25851440429688,45.538063049316406,-7.4403076171875,485.5312660177361,-18829.023111563474,0.5995260121155772,1,inf,-74.46873398226393,7731941.5,0.0,208737
1,4,16497514.0,0.26339104381103295,1.3146158894542879,47.247336591448594,2,0,567.4403076171875,17.05140495300293,0.0005470833095704686,4.0544733139468905,0.0010694989357762045,1.0000000001,1.0000000001,3.9207859469748647,0.21606792377149645,1.0,0.0009662676509848541,0.7568037353126295,0.7048781952977811,0.08947764240739636,0.026260152537699755,1.0,1268.6399136781693,76,136.25851440429688,45.538063049316406,-7.4403076171875,485.5312660177361,-18829.023111563474,0.5995260121155772,1,inf,-74.46873398226393,7731941.5,2.2492823889466305,208737
2,4,16497514.0,0.2658846327221336,1.3698998635529493,61.58927053424174,1,0,567.4403076171875,17.05140495300293,0.0008414033919494658,3.994297307809459,1.0000000000000304e-10,1.0000000001,1.0000000001,3.9942972953094587,0.2427327062817622,1.0,0.001752168243558599,0.8521381836948608,0.7151182986833555,0.1276644711694662,0.004158513950995658,1.0,5971.0964015722275,61,136.25851440429688,45.538063049316406,-7.4403076171875,485.5312660177361,-18829.023111563474,0.5995260121155772,1,inf,-74.46873398226393,7731941.5,0.0,208737
3,4,16497514.0,0.2603694779534851,1.282868092484442,51.56347091974879,1,0,567.4403076171875,17.05140495300293,0.0006091095071330143,3.9537471428834143,1.0428987042350348e-10,1.0000000001,1.0000000001,3.9537471298471805,0.3105164529255414,1.0,0.0010335132669549274,0.7574429665485116,0.6928577759202095,0.1150377475265569,0.012424960680339037,1.0,1984.1505481004715,61,136.25851440429688,45.538063049316406,-7.4403076171875,485.5312660177361,-18829.023111563474,0.5995260121155772,1,inf,-74.46873398226393,7731941.5,0.0,208737
4,4,16497514.0,0.2639595959373273,1.329861304663675,60.993397405866325,3,1,567.4403076171875,17.05140495300293,0.0005714096380749731,4.064627181601064,1.0032113124335352e-10,1.0000000001,1.0000000001,4.064627169060922,0.354061252734603,1.0,5.605111780695402e-06,0.8259149535964657,0.6995566654255967,0.12758002015079925,0.019044206524685855,1.0,826.6342805624008,68,136.25851440429688,45.538063049316406,-7.4403076171875,485.5312660177361,-18829.023111563474,0.5995260121155772,1,inf,-74.46873398226393,7731941.5,3.1124753989944463,208737
5,4,16497514.0,0.26333093102138205,1.357791474884106,51.21027775533941,1,0,567.4403076171875,17.05140495300293,0.0008994652580843826,4.020370574351427,0.00027841530082927985,1.0000000001,1.0000000001,3.985568661747767,0.24432393519664403,1.0,0.00014418527032806306,0.8898938449481918,0.7545989287648929,0.12832326000932553,0.011856273753086661,1.0,573.7401879429817,76,136.25851440429688,45.538063049316406,-7.4403076171875,485.5312660177361,-18829.023111563474,0.5995260121155772,1,inf,-74.46873398226393,7731941.5,2.4320736424116283,208737
6,4,7539439.0,0.2662864974024157,0.9018959105429483,24.45634399543627,0,0,717.7134399414062,115.76834869384766,0.0009368619758782721,3.911917216437146,0.00016534322184885426,1.0000000001,1.0000000001,3.891249313706039,0.21742286923606713,1.0,0.0004554104301390621,0.8086253656388603,0.7073606761161779,0.13047062774666693,0.0212179875837529,1.0,224.54073318839073,46,99.74494171142578,173.39907836914062,2.28656005859375,1157.9505236396376,176.65240350514375,308.202953792694,1,inf,437.9505236396376,2974349.25,0.0,98520
7,4,7539439.0,0.2613425409760475,0.8884498669124512,13.430525451560772,3,1,717.7134399414062,115.76834869384766,0.0009139794075640397,4.374087909932226,0.0042934934560202665,1.0000000001,1.0000000001,3.8374012279296923,0.19479588660678201,1.0,2.3154692686639658e-05,0.6828409990476981,0.6743338780967988,0.08378574769782142,0.015284695371248313,1.0,2776.109266370535,46,99.74494171142578,173.39907836914062,2.28656005859375,1157.9505236396376,176.65240350514375,308.202953792694,1,inf,437.9505236396376,2974349.25,0.0,98520
8,4,7539439.0,0.2637219641685711,0.8582280873392545,18.163756182014808,5,1,717.7134399414062,115.76834869384766,0.0007863443598047265,4.208714840588719,0.002478005200156868,1.0000000001,1.0000000001,3.8989641905691106,0.1628501904862217,1.0,0.00038547505023052057,0.7760388727260548,0.6966890842082132,0.10315642490929137,0.0017290053130149731,1.0,485.9457120448351,48,99.74494171142578,173.39907836914062,2.28656005859375,1157.9505236396376,176.65240350514375,308.202953792694,1,inf,437.9505236396376,2974349.25,0.0,98520
9,4,7539439.0,0.2544622038017623,0.8559585423349776,20.595198862106844,1,0,717.7134399414062,115.76834869384766,0.0006646751541855478,3.9364360152744955,0.000714670772065664,1.0000000001,1.0000000001,3.8471021687662876,0.13881538271120356,1.0,0.00011535155389122764,0.7266972305911936,0.6843549341991574,0.08324827092583711,0.0025630984037188515,1.0,694.8715827465057,48,99.74494171142578,173.39907836914062,2.28656005859375,1157.9505236396376,176.65240350514375,308.202953792694,1,inf,437.9505236396376,2974349.25,0.0,98520
10,4,7539439.0,0.26318023958562486,0.9153432372138828,14.942046387712324,2,0,717.7134399414062,115.76834869384766,0.0007874108390783479,3.9033326712189576,1.0000013516139786e-10,1.0000000001,1.0000000001,3.9033326587189405,0.048431585435479374,1.0,7.397229651603443e-08,0.8674291991486596,0.7280258728892577,0.11692590373742073,0.04254828705258677,1.0,458.5839811563492,36,99.74494171142578,173.39907836914062,2.28656005859375,1157.9505236396376,176.65240350514375,308.202953792694,1,inf,437.9505236396376,2974349.25,0.0,98520
11,4,7539439.0,0.2643401309795368,0.8269294636338014,14.629150616272803,1,0,717.7134399414062,115.76834869384766,0.0007666874344357778,4.0626671734266315,0.002209934730608851,1.0000000001,1.0000000001,3.786425332100525,0.06110774050025476,1.0,4.608778603566765e-05,0.6568883741057298,0.6648097124570128,0.09060390982954411,0.0207463714960796,1.0,410.76587665081024,40,99.74494171142578,173.39907836914062,2.28656005859375,1157.9505236396376,176.65240350514375,308.202953792694,1,inf,437.9505236396376,2974349.25,0.0,98520
12,4,7539439.0,0.2584877086798709,0.8972996286326582,26.484538186225407,2,1,717.7134399414062,115.76834869384766,0.000854229341713896,4.447322674598908,0.0049889677086907905,1.0000000001,1.0000000001,3.823701711012559,0.10225945761767753,1.0,0.0009218516081352468,0.8073678741023418,0.754802559972601,0.05964748155280139,0.02343255353323984,1.0,4789.042846918106,46,99.74494171142578,173.39907836914062,2.28656005859375,1157.9505236396376,176.65240350514375,308.202953792694,1,inf,437.9505236396376,2974349.25,0.0,98520
13,4,7539439.0,0.2557841357438324,0.8817900547317077,11.898749694882945,2,0,717.7134399414062,115.76834869384766,0.0007171264131528097,3.8931795410617034,1.0000000000236605e-10,1.0000000001,1.0000000001,3.8931795285617032,0.1969684078679521,1.0,1.1530445065729374e-06,0.7050929979096555,0.6765384256728787,0.09715793382640533,0.013634728353154832,1.0,423.31945995241404,48,99.74494171142578,173.39907836914062,2.28656005859375,1157.9505236396376,176.65240350514375,308.202953792694,1,inf,437.9505236396376,2974349.25,0.0,98520
14,4,7539439.0,0.26264252057849324,0.8076003397764491,15.880292837512982,2,1,717.7134399414062,115.76834869384766,0.0009549313685345861,3.7911675917779513,1.0298868756526441e-10,1.0000000001,1.0000000001,3.7911675789043655,0.06664901331694628,1.0,0.0021448267374879664,0.817810315298986,0.7262872532179292,0.09145706223166065,0.011973915722513169,1.0,3169.920381873846,40,99.74494171142578,173.39907836914062,2.28656005859375,1157.9505236396376,176.65240350514375,308.202953792694,1,inf,437.9505236396376,2974349.25,0.0,98520
15,4,7539439.0,0.24606363124834774,0.8012082604824382,28.135762059300074,6,1,717.7134399414062,115.76834869384766,0.0007619672515423022,3.876763895380752,1.026330718864172e-10,1.0000000001,1.0000000001,3.876763882551618,0.07347279710448683,1.0,0.0027807701605129394,0.7135776103936611,0.656122134237345,0.09196677123278699,0.005385370918610794,1.0,189.9564807265997,28,99.74494171142578,173.39907836914062,2.28656005859375,1157.9505236396376,176.65240350514375,308.202953792694,1,inf,437.9505236396376,2974349.25,0.0,98520
16,4,7539439.0,0.2568072442267839,0.8483194244501937,33.673456154439286,1,1,717.7134399414062,115.76834869384766,0.0006878488360592137,3.7374527096210133,1.5569643945413824e-10,1.0000000001,1.0000000001,3.737452690158958,0.10445066674657573,1.0,8.752699838724854e-06,0.7925961702579014,0.7432268739314422,0.05344814865969877,0.027134890174386573,1.0,264.33905316889286,38,99.74494171142578,173.39907836914062,2.28656005859375,1157.9505236396376,176.65240350514375,308.202953792694,1,inf,437.9505236396376,2974349.25,15.546470888922332,98520
17,4,7539439.0,0.2634228745064102,0.8541406464985197,25.817730469828195,4,0,717.7134399414062,115.76834869384766,0.000712393314190984,3.8231035778264992,1.111767288487012e-10,1.0000000001,1.0000000001,3.823103563929408,0.1079787539586268,1.0,0.0031198545514389453,0.8656486952971993,0.7489783134512962,0.10978994170357588,0.0067018854456903166,1.0,265.37247428297997,22,99.74494171142578,173.39907836914062,2.28656005859375,1157.9505236396376,176.65240350514375,308.202953792694,1,inf,437.9505236396376,2974349.25,0.0,98520
18,4,7539439.0,0.25270900622286074,0.9731371558646291,10.16292215392272,0,0,717.7134399414062,115.76834869384766,0.0009146233638983308,4.363380642823078,0.004609460503454454,1.0000000001,1.0000000001,3.7871980798912714,0.03391887933811082,1.0,0.0017521882302469149,0.7244957074870644,0.7120161643317179,0.06601962736824821,0.008739434209754982,1.0,3263.3295944929123,36,99.74494171142578,173.39907836914062,2.28656005859375,1157.9505236396376,176.65240350514375,308.202953792694,1,inf,437.9505236396376,2974349.25,0.0,98520
19,4,7539439.0,0.2624522998030683,0.7996111053171959,10.801448652250803,5,1,717.7134399414062,115.76834869384766,0.0008807020968274985,4.4673112876272505,0.005656898678598836,1.0000000001,1.0000000001,3.7601989528023965,0.0852241639509161,1.0,0.0005959134260129593,0.7623735049684426,0.7277173169382878,0.09360640222986757,0.012524068899612373,1.0,1042.2713451832533,34,99.74494171142578,173.39907836914062,2.28656005859375,1157.9505236396376,176.65240350514375,308.202953792694,1,inf,437.9505236396376,2974349.25,0.0,98520
20,4,7539439.0,0.25395037295360146,0.7894805174799044,41.78666840862724,3,1,717.7134399414062,115.76834869384766,0.0006755347749000749,3.7682268463350725,1.013302099807875e-10,1.0000000001,1.0000000001,3.7682268336687965,0.08606466983185469,1.0,0.0001073239514840628,0.8197290024326807,0.6978466755189114,0.12175085616286492,0.00023991350164289695,1.0,343.31764291226864,24,99.74494171142578,173.39907836914062,2.28656005859375,1157.9505236396376,176.65240350514375,308.202953792694,1,inf,437.9505236396376,2974349.25,0.0,98520
