,HE_stoch_standard,HE_stoch_strong,MeanEnergyLoss,S125,Zenith
13221,8,3,3.3501694934553337,2.582068626953401,0.2017968083784183
13222,11,3,3.7075087724427895,2.8039455389644674,0.060009282524245755
13223,15,1,3.5689025637019407,2.919860429065979,0.04983836008969611
13224,15,4,3.6983441016430825,2.842381519294438,0.04609854685652648
13225,12,5,3.9247582105431142,3.1345516805780687,0.10162566291691277
13226,12,6,4.416162987771213,3.567255797887981,0.2010406148476247
13227,4,1,2.7264887735376266,1.4056334844724825,0.41524142480984816
13228,2,0,2.5182450303976327,1.3462071115420473,0.41490822472587086
13229,6,2,2.639804008971584,1.2979935863505663,0.4061708119921965
13230,7,1,2.563794558975118,1.2941381068476874,0.40851426246577827
13231,2,0,2.8298564578471983,1.649808174001718,0.41521800876789516
13232,3,0,2.9365469814474014,1.6207920145859278,0.41438573430737113
13233,5,0,2.747249879346904,1.7607989695444406,0.33311719348310165
13234,4,1,2.7300222562517344,1.7502446239623417,0.3315525461042794
13235,2,0,2.8122985166406,1.7248382775694546,0.33547127037786595
13236,7,1,3.0086033668944028,2.0920297862478527,0.31595904029345023
13237,11,1,3.3586287839041638,2.4515337517215663,0.19413284569029177
13238,11,4,3.463419391281778,2.6989368432523166,0.09677177846362373
13239,2,2,3.7084841549507446,2.8070437262083487,0.2178761418251094
13240,4,1,3.9689324259235454,2.8403251636890463,0.21808554789115187
13241,7,7,3.9590752046943845,3.238004775424945,0.05607693357602628
13242,9,5,3.9962229941819944,3.174602721846769,0.061095256391029196
13243,5,2,4.164345156344734,3.541808522954571,0.32782848275220555
13244,6,2,2.4797412274460435,0.9630498619591235,0.3192086778177239
13245,2,1,2.690853759385228,1.0604097720600345,0.3149715862420268
13246,1,1,2.3996780299783596,1.3396600580024742,0.3372951802147308
13247,3,2,2.4304304316936327,1.2841783042951587,0.3295797313886135
13248,7,1,2.479018304844216,1.3373461369988258,0.33518716737955634
13249,4,0,2.5919046326293427,1.3032979263338191,0.3353561455747567
13250,3,0,2.5350293981388132,1.342480618791802,0.3343131094200533
13251,2,1,2.7456799429807344,1.290616605615397,0.3360836000550633
13252,8,0,2.637057693536018,1.3566039816642137,0.3964224742961604
13253,3,0,2.7039620734589733,1.297670398388453,0.396968799756956
13254,1,0,2.8660299165925234,1.3250737742300123,0.39761058404942196
13255,3,0,2.592414167027224,1.5456940943288497,0.24752614577807153
13256,6,2,2.711644260668383,1.5059022129994846,0.24635478887207451
13257,8,3,2.6651153669253644,1.5212693222926825,0.2470068295543819
13258,3,2,2.754684551069254,1.5505121192335656,0.2480464244614744
13259,4,3,2.5344991088522457,1.5227605764486132,0.24125256742966927
13260,7,0,2.743517312026711,1.5288699283481284,0.2442656538199377
13261,6,2,2.7159954376594775,1.5290657398830714,0.23960619504473657
13262,5,1,2.6952113993196476,1.550687672894571,0.24386600941635894
13263,7,0,2.595068459281325,1.5352987379290317,0.2514406773092661
13264,7,0,2.9664733853639063,1.5740781053748245,0.3395061805937254
13265,5,1,3.2082729646298938,1.5988203359369502,0.32882890417264266
13266,1,1,3.0769010498881864,1.6445249564221438,0.33745988468638366
13267,2,1,2.96753829313883,1.7135786895061722,0.4728208361195163
13268,9,1,3.02792262897285,1.8628567219852572,0.3605503829647949
13269,8,1,2.878594223636736,1.8332775683615639,0.3601299934941333
13270,1,1,3.0136638662150648,1.8428395786389729,0.3626157243862176
13271,7,2,3.0701882034828896,1.83204495731023,0.3591857811736898
13272,5,2,3.0204908953091296,1.8466871196153187,0.35853763422913376
13273,5,2,3.1193346898336403,1.9644491677329015,0.3561765520640492
13274,6,1,3.047938885148645,1.95455658127167,0.36476715169845697
13275,1,1,3.2734586742212626,1.9645266704318436,0.364929684498533
13276,3,1,3.2735286345586485,2.108806323963602,0.4406529540775992
13277,12,2,3.402414040920259,2.3278575198813023,0.14395789941949166
13278,11,1,3.3557487468074227,2.2934426986696232,0.14634641864045905
13279,5,3,3.617413669434495,2.5685897411228797,0.22861042941304932
13280,10,4,3.6742049455342323,2.9013090832494726,0.22007180173203134
13281,7,6,3.8327713913630417,2.9300790290731724,0.21252290822831021
13282,8,3,3.7913500085444998,3.1434140873726193,0.25601387929441755
13283,6,2,4.156155775020075,3.1569026369336335,0.27385757566962843
13284,11,5,4.015486203030517,3.1305706265753024,0.26846631872917515
13285,5,2,4.074334595231387,3.152010230960915,0.275411425214382
13286,4,2,4.254551531010197,3.376274658532175,0.45431021657502324
13287,7,6,4.113507268228892,3.618001726449709,0.3350853853747391
13288,7,3,4.020539790275904,3.6902918481442217,0.2902617186721468
13289,5,3,4.6949382206153745,3.722912185346532,0.28748294773734706
13290,8,2,4.244715297814375,3.7400948486499486,0.2948406581434573
13291,1,1,2.392892135650929,0.9903371691539418,0.4525567153500072
13292,7,1,2.2524240559876665,1.1850592268448095,0.1507259440708868
13293,5,1,2.4166833126060006,1.2782011091876413,0.1507597497250135
13294,5,2,2.421281202086886,1.2678751697310071,0.15273175779451398
13295,8,2,2.4328012716574023,1.2350390692829833,0.1561379163906329
13296,4,2,2.5266839132891348,1.2786157126917157,0.1597277171976712
13297,6,2,2.3835735177121244,1.260385493196221,0.16116500344927776
13298,6,2,2.4014698573572555,1.2161166676632327,0.15161892463349957
13299,7,1,2.382622370432435,1.2922160131521236,0.15480630966798747
13300,6,2,2.761148669421672,1.4469158871916106,0.17794130689487053
13301,9,0,2.8555138183487223,1.418998455122173,0.1750413784722471
13302,7,4,2.7074322169583,1.4446940415301741,0.16981804029994185
13303,4,1,2.8099010230721264,1.4261657566671895,0.17580138167687887
13304,8,2,2.639999414256138,1.6116143521644934,0.08569424178800666
13305,8,0,2.7110436909075584,1.5893501623449717,0.09183682021057793
13306,6,0,2.7888343609768658,1.6372343552331738,0.08779407265596406
13307,6,1,2.6479759700048473,1.568666043972149,0.0927334703359719
13308,7,1,2.7211390727428504,1.5933804063166752,0.08884513810763073
13309,9,0,2.620840775300389,1.6150495473035757,0.09207515678525624
13310,8,3,2.718541799681254,1.621824785814649,0.09326167388495055
13311,9,1,2.685072995813736,1.6089369165775187,0.08422518029277715
13312,5,2,2.8708304156656013,1.5843243715254705,0.09078224421402536
13313,5,1,2.906371559992073,1.7552398209750786,0.24774176660333502
13314,8,1,2.9007492750385038,1.7202075380197712,0.24680752775747195
13315,6,1,3.269329870424341,2.327970224075484,0.40016573373290587
13316,6,3,3.1911898841216995,2.3164264515678905,0.3964501928542048
13317,7,2,3.298381180759618,2.2758240744275584,0.39836524527542894
13318,5,0,3.0907889121873886,2.3088366072146824,0.40222635398052153
13319,11,3,3.645831444391663,2.6745029817222425,0.1974706808412039
13320,2,1,3.836809759044985,2.9449543008176375,0.37331681156766683
