,HE_stoch_standard,HE_stoch_strong,MeanEnergyLoss,S125,Zenith,energy,mass
13463,4,0,2.0315090059506855,1.0915358060298095,0.10573320024130428,6.95553184764781,4.0
13464,6,0,1.9578633276574657,1.0944137169177512,0.10358804439436442,6.95553184764781,4.0
13465,6,1,2.0517724711518177,1.0705121821063752,0.10301548391984161,6.95553184764781,4.0
13466,4,2,2.1036798587433174,1.0007464155983978,0.10992044788894706,6.95553184764781,4.0
13467,5,3,2.0267986706082874,1.083658425025761,0.1018029051692646,6.95553184764781,4.0
13468,4,1,1.9976507280164753,1.0521280263033432,0.10571050444482522,6.95553184764781,4.0
13469,4,2,2.1367826118677464,1.0732571392350723,0.10303115307318622,6.95553184764781,4.0
13470,5,2,1.9225049700442622,1.0958560675547329,0.30110203750602427,7.047956194478659,4.0
13471,4,0,1.811525456808496,1.1799449263165593,0.30776188011401207,7.047956194478659,4.0
13472,4,2,1.9227670346310584,1.0754101311373025,0.30313939566044734,7.047956194478659,4.0
13473,4,1,1.9024575296980024,1.0952162588316607,0.3081444284734194,7.047956194478659,4.0
13474,2,1,1.8565701047724765,1.1176125207414955,0.3030146387858843,7.047956194478659,4.0
13475,5,1,2.2979124081011624,1.2792827265161382,0.06001002818843171,7.222470465982278,4.0
13476,5,2,2.244343731974396,1.3302614747310102,0.06189075389638221,7.222470465982278,4.0
13477,6,2,2.2757467458251748,1.3054300360603293,0.05883199227166003,7.222470465982278,4.0
13478,4,2,2.1468541612061944,1.2813564517484446,0.05875671456485465,7.222470465982278,4.0
13479,5,1,2.2915211924868855,1.3272587848164417,0.0604615869600198,7.222470465982278,4.0
13480,6,1,2.2459203608193152,1.3127202902795316,0.06049905669417521,7.222470465982278,4.0
13481,2,0,2.228044940709215,1.5212334653388115,0.46461058561429214,7.425111719094935,4.0
13482,1,0,2.5270921636466004,1.6182410097397293,0.39030825559797133,7.591046433092537,4.0
13483,1,0,2.6760702587179783,1.6888611757555605,0.43406451063116247,7.633696652716544,4.0
13484,1,0,2.9110983406274893,1.6898721576290496,0.4332742801872502,7.633696652716544,4.0
13485,2,1,2.754991636442429,1.7201022149688896,0.4314890852084261,7.633696652716544,4.0
13486,3,1,2.8968066479507395,1.918951897509138,0.4918379665571968,7.814234726569793,4.0
13487,8,1,3.021017907711613,2.1432829561661793,0.2828284795152265,7.9989145413955525,4.0
13488,11,2,2.9828679410945274,2.1315072066290544,0.2870259941555924,7.9989145413955525,4.0
13489,6,1,3.160376913468538,2.1456584382240393,0.28023517329819114,7.9989145413955525,4.0
13490,6,2,2.983880038656847,2.1169612624951446,0.28501100337391305,7.9989145413955525,4.0
13491,7,2,3.1352188492598763,2.1347983376074255,0.2840782345806856,7.9989145413955525,4.0
13492,9,3,3.0806796096456406,2.145460627895554,0.2806988092832863,7.9989145413955525,4.0
13493,3,0,2.942015179016492,2.1157586683211775,0.28717077086137976,7.9989145413955525,4.0
13494,6,1,3.02910047329504,2.1147551759236416,0.28479747442069137,7.9989145413955525,4.0
13495,0,0,1.0650612907425632,-0.4836917650147585,0.38343159712747976,5.799533569408367,4.0
13496,1,1,0.9734782829272299,-0.3194264226534349,0.21119238844367016,5.894954259857408,4.0
13497,3,1,1.5483547885324598,-0.16979269934104835,0.21696757543227774,5.894954259857408,4.0
13498,1,1,1.1514945024959649,-0.38513752503809107,0.21464513064950985,5.894954259857408,4.0
13499,3,0,0.9207083106782888,-0.11376152279210362,0.21810334355547445,5.894954259857408,4.0
13500,1,1,1.1264155600342156,-0.12345686112219359,0.2150610651036411,5.894954259857408,4.0
13501,2,2,1.4484799405672546,-0.2118001118431758,0.22274340350313304,5.894954259857408,4.0
13502,3,1,1.1980269712678788,-0.33919832560321606,0.2205198403558355,5.894954259857408,4.0
13503,2,1,1.0146579179881565,0.06891209021820587,0.21356975466810324,5.894954259857408,4.0
13504,3,2,1.0328371885973282,-0.06732296583261821,0.2151956768203469,5.894954259857408,4.0
13505,3,1,1.242313221835837,-0.15542921178209082,0.20937284868947392,5.894954259857408,4.0
13506,4,2,1.2641198002564495,-0.2665806617950026,0.22613961139198313,5.894954259857408,4.0
13507,1,0,1.3197076607728635,-0.3835767773002319,0.21308679025537725,5.894954259857408,4.0
13508,1,1,0.8519398288638266,-0.329980823784489,0.22406222796142883,5.894954259857408,4.0
13509,2,1,1.6423460670283359,-0.13771346465317166,0.450471568012051,5.94872280357109,4.0
13510,1,0,1.3429300704160692,-0.22333317216443094,0.44803860915946325,5.94872280357109,4.0
13511,3,3,1.5707089710925541,-0.058381026094445516,0.43097506469871005,5.94872280357109,4.0
13512,3,2,1.6561261582874351,-0.012340711180825371,0.3153458001751388,6.059457481807348,4.0
13513,2,1,1.4810621672936883,-0.10077286333345727,0.3083920773207671,6.059457481807348,4.0
13514,1,0,0.9370151734619453,-0.05472852564296148,0.3069296378091324,6.059457481807348,4.0
13515,3,1,1.8881500640987472,-0.007212194062605113,0.30504417800498285,6.059457481807348,4.0
13516,1,1,1.5218292009409644,-0.05336059387314538,0.31706464948753554,6.059457481807348,4.0
13517,3,1,1.7917535849429223,-0.12146253321086944,0.3302946540654337,6.059457481807348,4.0
13518,2,0,1.079863819502753,0.282257266282413,0.14539106097354582,6.204505587063939,4.0
13519,6,0,1.0337299741983168,0.29024076244314395,0.1416146978764865,6.204505587063939,4.0
13520,3,0,1.2859081507078434,0.23989044728215883,0.13947715634916547,6.204505587063939,4.0
13521,4,2,1.4478860709411836,0.208983444841313,0.12648522216695435,6.204505587063939,4.0
13522,3,1,1.356607636598719,0.29526787901464857,0.13549129080587896,6.204505587063939,4.0
13523,3,1,1.3478634721477765,0.24057079949870006,0.13500044482424212,6.204505587063939,4.0
13524,6,1,1.3075013704845089,0.30665603786884427,0.1444476929842704,6.204505587063939,4.0
13525,5,3,1.0366700035518024,0.32463218525769744,0.14101875151811738,6.204505587063939,4.0
13526,3,1,1.3378705153406505,0.27745344859545806,0.13591139851655942,6.204505587063939,4.0
13527,5,1,1.4530711881778344,0.1738853481257991,0.15704635234245545,6.204505587063939,4.0
13528,1,0,1.403520996120652,0.2548691808446484,0.14288508352610707,6.204505587063939,4.0
